"Coord1","Coord2","Cost","Length"
"51350.0_6350.0","51650.0_6450.0","17.071068","341.4213562373095"
"34750.0_10350.0","35050.0_11350.0","54.45584480000001","1265.685424949238"
"46350.0_16150.0","46750.0_16450.0","26.213204","524.2640687119285"
"43750.0_26850.0","44250.0_26050.0","26.6568544","1065.685424949238"
"45050.0_1650.0","45550.0_850.0","14.6568544","1065.685424949238"
"44050.0_25050.0","44350.0_25450.0","9.8284272","582.842712474619"
"30050.0_49550.0","30150.0_49450.0","7.071068","141.4213562373095"
"55950.0_45550.0","56850.0_45150.0","30.3137088","1748.528137423857"
"30250.0_50050.0","30550.0_49350.0","29.6568544","882.842712474619"
"54150.0_59850.0","54650.0_59650.0","20.4142136","841.4213562373095"
"42650.0_6050.0","43150.0_5850.0","11.2426408","724.2640687119285"
"5950.0_41550.0","6150.0_42250.0","28.4142136","841.4213562373095"
"49350.0_35550.0","49650.0_34950.0","36.213204000000005","724.2640687119285"
"9850.0_7450.0","11150.0_8750.0","42.62741759999999","2014.213562373095"
"34750.0_26950.0","35450.0_27250.0","41.213204000000005","824.2640687119285"
"22450.0_50350.0","22850.0_50450.0","10.4142136","641.4213562373095"
"16250.0_10650.0","17450.0_11250.0","57.899495199999976","2189.9494936611663"
"20150.0_48750.0","21850.0_48650.0","76.7695536","2048.528137423857"
"53150.0_7650.0","54850.0_8950.0","83.53910719999999","2297.056274847714"
"650.0_46950.0","1050.0_46750.0","24.142136","482.842712474619"
"14450.0_10550.0","15450.0_8750.0","73.89949519999998","2589.9494936611663"
"13750.0_36150.0","14650.0_36450.0","16.2426408","1224.2640687119285"
"1450.0_38450.0","1550.0_39350.0","47.071068","941.4213562373095"
"14250.0_50950.0","14950.0_49750.0","51.42640799999998","2397.056274847714"
"32550.0_53250.0","32950.0_53550.0","29.142136","582.842712474619"
"40950.0_2650.0","41750.0_50.0","115.9411264","3331.370849898476"
"35450.0_43050.0","37950.0_43350.0","107.0121944","3638.477631085024"
"6850.0_22650.0","7250.0_23550.0","32.7989904","1265.685424949238"
"14250.0_15050.0","15550.0_15750.0","27.3137088","2331.370849898476"
"13850.0_36850.0","14350.0_37350.0","12.8284272","882.842712474619"
"9850.0_7450.0","10350.0_8750.0","55.213204000000005","2389.9494936611663"
"2450.0_22150.0","2550.0_21350.0","26.7989904","1065.685424949238"
"46250.0_54150.0","46850.0_53450.0","47.426407999999995","948.5281374238571"
"6050.0_14650.0","6550.0_15250.0","12.6568544","865.685424949238"
"42850.0_44350.0","43450.0_45550.0","42.3847768","1989.9494936611666"
"44050.0_14450.0","44650.0_14750.0","22.6568544","982.842712474619"
"24450.0_8750.0","25150.0_9350.0","14.071068","1007.1067811865476"
"3250.0_49050.0","3450.0_49050.0","10.0","200.0"
"8650.0_26250.0","8650.0_27150.0","28.213204","1207.1067811865476"
"29550.0_12250.0","29650.0_11550.0","37.071068","741.4213562373095"
"37750.0_31750.0","37950.0_32150.0","24.142136","482.842712474619"
"20550.0_53450.0","20650.0_53850.0","9.0","500.0"
"26750.0_9550.0","26850.0_9650.0","6.0","200.0"
"37450.0_10950.0","37650.0_11150.0","7.4142136","341.4213562373095"
"44350.0_39450.0","44850.0_38750.0","43.45584480000001","965.685424949238"
"22350.0_25850.0","22650.0_25250.0","36.213204000000005","724.2640687119285"
"58650.0_17850.0","59250.0_17050.0","27.6568544","1165.685424949238"
"43750.0_26850.0","44350.0_26050.0","29.071068","1307.1067811865476"
"21950.0_29850.0","22150.0_29750.0","12.071068","241.4213562373095"
"38650.0_12950.0","39250.0_13450.0","39.3847768","1124.2640687119285"
"18950.0_6650.0","19050.0_6750.0","6.0","200.0"
"56050.0_9250.0","56250.0_9350.0","8.4142136","441.4213562373095"
"54050.0_43550.0","54250.0_43950.0","24.142136","482.842712474619"
"38250.0_37950.0","39050.0_38950.0","28.3847768","1389.9494936611666"
"46350.0_6550.0","46950.0_5950.0","45.35534","907.1067811865476"
"50050.0_19550.0","50450.0_19250.0","9.8284272","582.842712474619"
"48950.0_44250.0","49350.0_43650.0","38.284272","765.685424949238"
"42650.0_6250.0","43250.0_6050.0","22.9705632","1248.528137423857"
"25850.0_31950.0","26750.0_31550.0","23.3847768","1289.9494936611666"
"8950.0_58050.0","10350.0_56550.0","111.02438879999998","2397.056274847714"
"21850.0_8850.0","22650.0_8050.0","27.8994952","1507.1067811865476"
"7350.0_49950.0","7950.0_49250.0","47.426407999999995","948.5281374238571"
"20650.0_40550.0","21150.0_40550.0","9.0","500.0"
"22450.0_50350.0","22950.0_49950.0","33.284272","665.685424949238"
"6050.0_20350.0","6150.0_19250.0","57.071068","1141.4213562373095"
"16650.0_6850.0","16950.0_7450.0","11.2426408","724.2640687119285"
"16950.0_5150.0","17450.0_5950.0","14.6568544","1065.685424949238"
"37950.0_32150.0","38350.0_31850.0","26.213204","524.2640687119285"
"29850.0_51350.0","29950.0_52150.0","42.071068","841.4213562373095"
"18550.0_5950.0","19050.0_6750.0","31.2426408","1124.2640687119285"
"14950.0_49750.0","15350.0_49950.0","10.8284272","682.842712474619"
"2950.0_44750.0","4050.0_43550.0","28.3137088","2031.370849898476"
"18450.0_9050.0","20150.0_9250.0","78.4142136","1841.4213562373095"
"3250.0_36250.0","3450.0_35750.0","16.3137088","582.842712474619"
"18450.0_9650.0","19950.0_8750.0","91.84062159999999","2189.9494936611663"
"7250.0_23550.0","7750.0_22450.0","19.071068","1507.1067811865476"
"18850.0_10450.0","19350.0_12850.0","48.07106799999998","2807.106781186548"
"11250.0_35350.0","11450.0_35450.0","7.0","300.0"
"46650.0_11750.0","49250.0_12150.0","80.87005839999999","3272.792206135786"
"43250.0_26750.0","43750.0_26850.0","27.071068","541.4213562373095"
"29050.0_41850.0","29150.0_42650.0","42.071068","841.4213562373095"
"18450.0_28950.0","18950.0_28950.0","25.0","500.0"
"18450.0_28550.0","18950.0_28550.0","23.4852816","582.842712474619"
"13850.0_41950.0","13850.0_42450.0","17.7279224","724.2640687119285"
"25950.0_43050.0","25950.0_43550.0","25.0","500.0"
"33150.0_45650.0","33150.0_46150.0","21.7279224","724.2640687119285"
"53150.0_40050.0","53250.0_40050.0","5.0","100.0"
"32950.0_31750.0","33050.0_31250.0","10.0","600.0"
"34750.0_33650.0","34850.0_33650.0","5.0","100.0"
"36950.0_25550.0","37050.0_25050.0","27.071068","541.4213562373095"
"44250.0_26050.0","44350.0_26050.0","5.0","100.0"
"6850.0_22650.0","7750.0_22450.0","35.0416312","1489.9494936611666"
"46750.0_4250.0","46850.0_4250.0","5.0","100.0"
"39950.0_31850.0","40050.0_31350.0","31.213204","624.2640687119285"
"56950.0_50450.0","56950.0_51350.0","45.0","900.0"
"34150.0_4050.0","34250.0_4550.0","22.0","600.0"
"40950.0_10550.0","41050.0_11350.0","13.0","900.0"
"34850.0_27250.0","35150.0_26950.0","21.213204","424.26406871192853"
"22850.0_50450.0","22950.0_49950.0","27.071068","541.4213562373095"
"8250.0_37050.0","8350.0_37350.0","17.071068","341.4213562373095"
"40050.0_59050.0","40450.0_59350.0","26.213204","524.2640687119285"
"46550.0_47050.0","47150.0_47750.0","18.071068","1007.1067811865476"
"57250.0_48550.0","57650.0_47450.0","60.6568544","1582.842712474619"
"42350.0_5950.0","42450.0_6350.0","9.0","500.0"
"7150.0_29250.0","11450.0_28950.0","130.02438879999988","9139.696961967"
"3050.0_41350.0","3550.0_41150.0","11.8284272","782.842712474619"
"16250.0_32950.0","16550.0_33350.0","9.8284272","582.842712474619"
"40150.0_53650.0","40950.0_53750.0","46.213204000000005","924.2640687119285"
"38250.0_37950.0","38950.0_38550.0","14.071068","1007.1067811865476"
"21450.0_37350.0","21650.0_38050.0","15.2426408","1124.2640687119285"
"29250.0_52750.0","29450.0_53050.0","17.0","500.0"
"54350.0_42250.0","54650.0_41650.0","36.213204000000005","724.2640687119285"
"11350.0_34850.0","11650.0_34750.0","9.4142136","541.4213562373095"
"37850.0_20050.0","37950.0_20050.0","5.0","100.0"
"57750.0_54450.0","57950.0_54350.0","7.0","300.0"
"20950.0_49250.0","21750.0_48550.0","35.142136","1265.685424949238"
"20650.0_40550.0","21250.0_40450.0","11.8284272","782.842712474619"
"7150.0_29250.0","8550.0_29850.0","31.8994952","1907.1067811865476"
"51650.0_49850.0","52250.0_49150.0","42.5979808","948.5281374238571"
"13150.0_52650.0","13450.0_52150.0","17.071068","1307.1067811865476"
"7250.0_32550.0","7750.0_32950.0","20.6568544","1182.842712474619"
"11250.0_50550.0","12050.0_51450.0","61.426407999999995","1631.370849898476"
"6850.0_19850.0","7350.0_20450.0","40.35534","807.1067811865476"
"4050.0_56750.0","5250.0_57850.0","39.142135999999994","1831.370849898476"
"12450.0_15050.0","13850.0_14550.0","21.4852816","1748.528137423857"
"7150.0_13650.0","7450.0_13350.0","13.4142136","541.4213562373095"
"21750.0_3550.0","22250.0_3750.0","13.8284272","582.842712474619"
"12450.0_15050.0","13950.0_14850.0","26.3137088","2231.370849898476"
"2250.0_22050.0","2750.0_21950.0","27.071068","541.4213562373095"
"14650.0_41450.0","14850.0_42050.0","34.142136","682.842712474619"
"14250.0_50950.0","15350.0_49950.0","45.18376719999999","1772.7922061357856"
"3850.0_51050.0","4150.0_51750.0","36.8284272","1282.842712474619"
"21650.0_40350.0","22150.0_40850.0","11.6568544","765.685424949238"
"25350.0_43150.0","25950.0_43050.0","28.7989904","865.685424949238"
"51150.0_11950.0","52150.0_11150.0","42.7279224","2907.106781186548"
"10250.0_44450.0","10350.0_45150.0","37.071068","741.4213562373095"
"7850.0_8950.0","8750.0_8850.0","44.769553599999995","1248.528137423857"
"43250.0_26750.0","44250.0_26050.0","23.3847768","1289.9494936611666"
"51450.0_33450.0","51450.0_33850.0","16.7279224","624.2640687119285"
"38250.0_29650.0","38250.0_29850.0","8.0","400.0"
"56550.0_33550.0","56550.0_33950.0","20.0","400.0"
"4950.0_27150.0","4950.0_27350.0","8.0","400.0"
"24750.0_53350.0","24750.0_53750.0","10.0","600.0"
"27050.0_47150.0","27050.0_47550.0","20.0","400.0"
"38050.0_19750.0","38050.0_19950.0","8.0","400.0"
"33550.0_10050.0","33550.0_10150.0","5.0","100.0"
"25550.0_20150.0","25550.0_20350.0","8.0","400.0"
"21550.0_40550.0","21550.0_40950.0","10.0","600.0"
"39650.0_35850.0","39750.0_35750.0","7.071068","141.4213562373095"
"49650.0_32950.0","49750.0_32850.0","7.071068","141.4213562373095"
"34750.0_10350.0","34750.0_11250.0","54.45584480000001","1265.685424949238"
"53650.0_12450.0","53650.0_13150.0","31.142136","1265.685424949238"
"55850.0_12550.0","55850.0_12650.0","5.0","100.0"
"38250.0_48550.0","38450.0_47950.0","34.142136","682.842712474619"
"17050.0_50450.0","17150.0_49850.0","36.213204000000005","724.2640687119285"
"22050.0_30050.0","22150.0_29750.0","17.071068","341.4213562373095"
"30750.0_13550.0","30950.0_13750.0","17.071068","341.4213562373095"
"35650.0_9250.0","36050.0_8850.0","10.8284272","682.842712474619"
"53850.0_45350.0","54450.0_45150.0","17.3137088","682.842712474619"
"43450.0_45550.0","43550.0_45450.0","6.0","200.0"
"48450.0_45350.0","49150.0_45450.0","28.142136","965.685424949238"
"22650.0_27550.0","23050.0_28550.0","38.3847768","1424.2640687119285"
"3050.0_55650.0","3550.0_54550.0","29.8994952","1307.1067811865476"
"27950.0_29750.0","28350.0_29550.0","22.3847768","624.2640687119285"
"56050.0_46350.0","56850.0_45150.0","19.8994952","1589.9494936611666"
"40050.0_7550.0","41250.0_7250.0","21.2426408","1724.2640687119285"
"38550.0_2550.0","38950.0_3250.0","28.7989904","865.685424949238"
"12050.0_53250.0","12350.0_54050.0","22.6568544","1865.685424949238"
"29050.0_48950.0","29650.0_48950.0","22.7279224","824.2640687119285"
"16050.0_49850.0","16350.0_49850.0","9.8284272","582.842712474619"
"17250.0_28850.0","17450.0_28050.0","41.899495200000004","1224.2640687119285"
"40150.0_41350.0","40650.0_42450.0","18.7279224","1389.9494936611666"
"43750.0_12550.0","44150.0_12150.0","25.6568544","882.842712474619"
"25850.0_31950.0","26550.0_31450.0","18.7279224","907.1067811865476"
"49150.0_44250.0","49350.0_43650.0","34.142136","682.842712474619"
"8950.0_1050.0","9850.0_150.0","55.9411264","1648.528137423857"
"25550.0_20150.0","25650.0_19850.0","8.0","400.0"
"7150.0_29250.0","7350.0_30250.0","20.2426408","1624.2640687119285"
"3250.0_25250.0","3350.0_24250.0","18.071068","1407.1067811865476"
"18050.0_6050.0","19050.0_6750.0","37.4852816","1665.685424949238"
"28150.0_29850.0","28550.0_29650.0","22.3847768","624.2640687119285"
"27950.0_38150.0","28250.0_38750.0","35.870058400000005","1007.1067811865476"
"41250.0_33050.0","42250.0_34050.0","70.71067999999998","1414.213562373095"
"55950.0_24650.0","56350.0_25050.0","23.071068","1024.2640687119285"
"12550.0_23850.0","12850.0_24250.0","9.8284272","582.842712474619"
"23850.0_7850.0","24050.0_7250.0","30.7279224","1224.2640687119285"
"3850.0_22350.0","4950.0_22250.0","53.798990399999994","1365.685424949238"
"48950.0_18650.0","49950.0_19150.0","17.2426408","1324.2640687119285"
"22050.0_6750.0","22650.0_5550.0","31.8994952","1507.1067811865476"
"1050.0_46750.0","1150.0_47650.0","29.071068","1707.1067811865476"
"7650.0_37050.0","8150.0_37550.0","29.6568544","1282.842712474619"
"6450.0_21550.0","6850.0_21750.0","24.142136","482.842712474619"
"4050.0_56750.0","5450.0_56150.0","54.284272","1731.370849898476"
"11450.0_37650.0","12550.0_37650.0","63.284272","1265.685424949238"
"53250.0_40050.0","54750.0_41750.0","47.698485599999984","2438.477631085024"
"3150.0_20450.0","4250.0_20550.0","19.071068","1507.1067811865476"
"8950.0_10450.0","9250.0_10450.0","9.0","500.0"
"18550.0_13350.0","19350.0_13050.0","13.8284272","982.842712474619"
"7450.0_12750.0","8050.0_12250.0","40.6568544","1665.685424949238"
"8950.0_10450.0","9150.0_10950.0","29.142136","582.842712474619"
"39750.0_24750.0","40550.0_24150.0","15.071068","1107.1067811865476"
"36250.0_24750.0","36950.0_25550.0","54.49747599999999","1089.9494936611666"
"2550.0_23850.0","2950.0_24050.0","21.3137088","682.842712474619"
"6550.0_21150.0","6850.0_21750.0","20.6568544","782.842712474619"
"25350.0_43050.0","25950.0_43050.0","30.0","600.0"
"11850.0_36050.0","12550.0_37650.0","80.0121944","1889.9494936611666"
"39550.0_31050.0","39950.0_31850.0","42.526912800000005","1107.1067811865476"
"5550.0_20250.0","6150.0_19250.0","65.35533999999998","1307.1067811865476"
"26150.0_9350.0","26750.0_9550.0","23.4142136","741.4213562373095"
"27050.0_50250.0","27350.0_49950.0","21.213204","424.26406871192853"
"45150.0_35350.0","45150.0_36650.0","61.0416312","1607.1067811865476"
"50050.0_29150.0","50150.0_29850.0","37.071068","741.4213562373095"
"55950.0_45550.0","56050.0_46350.0","22.6568544","982.842712474619"
"35050.0_11650.0","35150.0_11650.0","5.0","100.0"
"3050.0_40050.0","3050.0_41350.0","56.21320399999999","1607.1067811865476"
"34750.0_11250.0","35050.0_11350.0","7.4142136","341.4213562373095"
"650.0_46950.0","1150.0_47650.0","14.2426408","1024.2640687119285"
"56250.0_9350.0","56350.0_9350.0","5.0","100.0"
"950.0_2450.0","1950.0_2150.0","20.6568544","1182.842712474619"
"14850.0_7150.0","16350.0_6650.0","21.6568544","1765.685424949238"
"11550.0_36450.0","13250.0_36250.0","80.071068","1924.2640687119285"
"49050.0_3150.0","49150.0_3350.0","7.0","300.0"
"20250.0_48550.0","20950.0_49250.0","49.49747599999999","989.9494936611666"
"39750.0_17650.0","39850.0_17650.0","5.0","100.0"
"58250.0_9550.0","58350.0_9750.0","7.0","300.0"
"3850.0_21750.0","4250.0_21250.0","11.2426408","724.2640687119285"
"15050.0_43350.0","15450.0_43650.0","9.8284272","582.842712474619"
"19050.0_53950.0","19750.0_53850.0","19.4142136","741.4213562373095"
"27950.0_38150.0","28350.0_38650.0","33.284272","665.685424949238"
"58450.0_56850.0","58950.0_55650.0","27.7279224","1972.7922061357856"
"14050.0_8850.0","15450.0_9950.0","60.84062159999999","1972.7922061357856"
"34350.0_34950.0","34750.0_34250.0","33.3847768","924.2640687119285"
"44250.0_48250.0","45450.0_49150.0","29.9705632","1714.213562373095"
"22650.0_50450.0","22950.0_50150.0","21.213204","424.26406871192853"
"2450.0_50450.0","2650.0_50850.0","15.071068","624.2640687119285"
"7250.0_32550.0","7450.0_33150.0","24.4852816","1565.685424949238"
"7550.0_37250.0","8250.0_37050.0","22.3137088","782.842712474619"
"6850.0_25250.0","7550.0_25950.0","25.8994952","2189.9494936611663"
"42850.0_39150.0","44350.0_39450.0","33.556349600000004","1824.2640687119285"
"33950.0_13150.0","35050.0_11650.0","24.142136","2014.213562373095"
"42650.0_50.0","43850.0_550.0","57.9705632","1465.685424949238"
"42850.0_44350.0","43550.0_45450.0","40.9705632","1848.528137423857"
"30750.0_38150.0","31250.0_38150.0","25.0","500.0"
"3550.0_51550.0","4050.0_51750.0","10.4142136","641.4213562373095"
"39750.0_26150.0","40250.0_25550.0","40.35534","807.1067811865476"
"53050.0_41850.0","54350.0_42250.0","78.45584480000001","1665.685424949238"
"55150.0_31150.0","55150.0_31650.0","25.0","500.0"
"32250.0_57750.0","32350.0_58150.0","17.2426408","441.4213562373095"
"26050.0_19650.0","26150.0_20050.0","22.071068","441.4213562373095"
"42850.0_21350.0","43050.0_21750.0","24.142136","482.842712474619"
"54850.0_8950.0","55050.0_8950.0","8.0","400.0"
"38950.0_35050.0","39150.0_35050.0","8.0","400.0"
"2750.0_11950.0","3650.0_10850.0","29.8994952","2189.9494936611663"
"48950.0_44250.0","49150.0_44250.0","8.0","400.0"
"51450.0_5950.0","51650.0_6450.0","27.3847768","724.2640687119285"
"53350.0_38150.0","53650.0_37650.0","31.213204","624.2640687119285"
"25550.0_21150.0","25850.0_21750.0","36.213204000000005","724.2640687119285"
"35450.0_22450.0","35850.0_21950.0","20.4142136","841.4213562373095"
"21950.0_29850.0","22050.0_30050.0","12.071068","241.4213562373095"
"28550.0_52550.0","28850.0_53750.0","38.213204000000005","1407.1067811865476"
"58250.0_13650.0","58450.0_13750.0","12.071068","241.4213562373095"
"36750.0_57850.0","37050.0_57750.0","17.071068","341.4213562373095"
"58150.0_38250.0","58950.0_38450.0","13.4142136","941.4213562373095"
"18050.0_6050.0","18550.0_5950.0","10.0","600.0"
"3050.0_40050.0","3550.0_41150.0","58.083262399999995","1531.370849898476"
"26550.0_13950.0","27050.0_13950.0","11.0","700.0"
"10950.0_6350.0","11150.0_8750.0","33.4142136","2541.4213562373097"
"26550.0_13950.0","26650.0_15750.0","40.3137088","2748.528137423857"
"12050.0_19750.0","12150.0_21250.0","40.6274176","2048.528137423857"
"21050.0_21350.0","21150.0_21950.0","20.8994952","1207.1067811865476"
"46450.0_5050.0","47050.0_4550.0","21.2426408","924.2640687119285"
"8050.0_59450.0","8350.0_59850.0","26.213204","524.2640687119285"
"18050.0_6050.0","18950.0_6650.0","36.071068","1524.2640687119285"
"10550.0_38050.0","10950.0_37850.0","24.142136","482.842712474619"
"37850.0_39150.0","38950.0_39050.0","49.556349600000004","1907.1067811865476"
"31750.0_30750.0","32550.0_29250.0","51.769553599999995","2031.370849898476"
"29650.0_51350.0","30450.0_51950.0","52.426407999999995","1048.528137423857"
"11150.0_8750.0","11750.0_6350.0","30.4852816","2648.528137423857"
"51150.0_38150.0","52150.0_38550.0","45.899495200000004","1707.1067811865476"
"44450.0_35850.0","45350.0_36350.0","44.526912800000005","1307.1067811865476"
"24750.0_22350.0","25250.0_21950.0","36.213204000000005","724.2640687119285"
"50150.0_9850.0","50750.0_10150.0","30.4142136","1441.4213562373095"
"34450.0_33750.0","34850.0_33950.0","21.3137088","682.842712474619"
"48250.0_45050.0","48650.0_44450.0","32.284272","1048.528137423857"
"20250.0_48550.0","21750.0_48550.0","77.3847768","1724.2640687119285"
"26550.0_31450.0","26750.0_31550.0","7.0","300.0"
"28150.0_43050.0","28250.0_43050.0","5.0","100.0"
"31750.0_30550.0","32150.0_30650.0","13.8284272","982.842712474619"
"7650.0_59350.0","8050.0_59450.0","22.071068","441.4213562373095"
"5550.0_20250.0","6050.0_20350.0","27.071068","541.4213562373095"
"2250.0_34950.0","2850.0_35050.0","30.213204","1007.1067811865476"
"7450.0_33150.0","7750.0_32950.0","8.4142136","441.4213562373095"
"10350.0_8750.0","10950.0_6350.0","49.313708799999986","3248.5281374238575"
"53050.0_41850.0","54650.0_41650.0","54.526912800000005","1989.9494936611666"
"43150.0_39350.0","44750.0_38650.0","60.21320399999999","2407.106781186548"
"10350.0_8750.0","11750.0_6350.0","46.3847768","3355.6349186104044"
"27150.0_53150.0","27750.0_53450.0","36.213204000000005","724.2640687119285"
"7550.0_37250.0","8350.0_37350.0","35.6274176","1065.685424949238"
"49150.0_5650.0","50150.0_5150.0","60.355339999999984","1207.1067811865476"
"9050.0_39050.0","9750.0_39150.0","18.7279224","824.2640687119285"
"5950.0_16750.0","6650.0_15750.0","38.455844799999994","1348.528137423857"
"18250.0_41950.0","18650.0_42150.0","24.142136","482.842712474619"
"26150.0_9350.0","26850.0_9650.0","24.8284272","882.842712474619"
"25350.0_43050.0","25350.0_43150.0","5.0","100.0"
"11050.0_57750.0","11050.0_58250.0","23.2426408","641.4213562373095"
"7350.0_51350.0","7350.0_51450.0","5.0","100.0"
"46950.0_6550.0","47050.0_6250.0","17.071068","341.4213562373095"
"51350.0_6350.0","51450.0_5950.0","10.4142136","641.4213562373095"
"56450.0_20650.0","56550.0_20650.0","5.0","100.0"
"50650.0_18950.0","51150.0_18350.0","14.6568544","1065.685424949238"
"56050.0_9250.0","56350.0_9350.0","9.4142136","541.4213562373095"
"37750.0_29850.0","37850.0_30550.0","24.7279224","1024.2640687119285"
"26850.0_50150.0","27150.0_49450.0","31.4558448","965.685424949238"
"9850.0_7450.0","11750.0_6350.0","48.284272","2579.898987322333"
"45950.0_19350.0","46850.0_18050.0","24.9705632","2097.056274847714"
"7350.0_30250.0","8550.0_29850.0","24.8284272","1682.842712474619"
"5250.0_57850.0","5450.0_56150.0","37.82842719999999","1782.842712474619"
"3650.0_15950.0","3950.0_16350.0","9.8284272","582.842712474619"
"22350.0_36250.0","23050.0_35750.0","48.284272","965.685424949238"
"39950.0_7650.0","41250.0_6950.0","24.2426408","2024.2640687119285"
"7350.0_30250.0","11450.0_28950.0","117.5391071999999","7891.168824543144"
"25350.0_33350.0","25850.0_32150.0","44.556349600000004","1724.2640687119285"
"30850.0_47550.0","32150.0_46850.0","20.4852816","1648.528137423857"
"9850.0_7450.0","10950.0_6350.0","50.6274176","2414.2135623730956"
"48050.0_35150.0","48750.0_34950.0","12.4142136","841.4213562373095"
"53150.0_7650.0","55050.0_8950.0","90.61017519999997","2438.4776310850234"
"29650.0_21150.0","31350.0_22450.0","59.698485599999984","2355.6349186104044"
"2550.0_43450.0","4150.0_44850.0","35.3137088","2731.370849898476"
"5350.0_48150.0","5750.0_48250.0","22.071068","441.4213562373095"
"2350.0_30450.0","2550.0_30950.0","27.7279224","924.2640687119285"
"42850.0_39150.0","44850.0_38750.0","72.426408","2731.370849898476"
"53150.0_40050.0","54750.0_41750.0","52.698485599999984","2538.477631085024"
"7750.0_52050.0","7950.0_51450.0","32.6274176","765.685424949238"
"36250.0_24750.0","37050.0_25050.0","46.21320399999999","924.2640687119285"
"25350.0_43050.0","25950.0_43550.0","29.8284272","982.842712474619"
"1650.0_55050.0","1950.0_54050.0","31.2426408","1524.2640687119285"
"39550.0_31050.0","40050.0_31350.0","31.213204","624.2640687119285"
