"Coord1","Coord2","Cost","Length"
"7050.0_28950.0","7350.0_34650.0","63.21320399999996","6321.320343559643"
"6350.0_24750.0","10050.0_23950.0","41.142135999999994","4114.213562373096"
"38950.0_20350.0","39850.0_19450.0","13.3137088","1331.370849898476"
"30150.0_30550.0","36950.0_32250.0","75.87005839999995","7587.005768508881"
"12450.0_57450.0","12750.0_56950.0","10.8284272","682.842712474619"
"17750.0_20750.0","20750.0_19250.0","36.21320399999999","3621.3203435596424"
"3750.0_22350.0","4450.0_20750.0","18.8994952","1889.9494936611666"
"39750.0_54050.0","40950.0_53750.0","66.21320399999999","1324.2640687119285"
"47650.0_37550.0","48250.0_35050.0","27.4852816","2748.528137423857"
"57150.0_59350.0","57950.0_56450.0","32.3137088","3231.370849898476"
"43450.0_40650.0","44150.0_41450.0","10.8994952","1089.9494936611666"
"51050.0_38450.0","51450.0_38750.0","5.2426408","524.2640687119285"
"11950.0_10550.0","13650.0_9350.0","21.9705632","2197.056274847714"
"14750.0_50450.0","15050.0_50350.0","3.4142136","341.4213562373095"
"46050.0_19250.0","47350.0_17250.0","26.5563496","2655.6349186104044"
"9750.0_49450.0","11250.0_49650.0","16.6568544","1665.685424949238"
"9850.0_19950.0","11750.0_20050.0","21.071068","2107.106781186548"
"44250.0_53550.0","45950.0_53950.0","18.6568544","1865.685424949238"
"38950.0_12850.0","41050.0_11150.0","28.0416312","2804.163056034262"
"30550.0_31250.0","36950.0_32550.0","71.87005839999995","7187.0057685088805"
"18750.0_17950.0","21150.0_22650.0","56.941126399999945","5694.112549695428"
"7250.0_22950.0","8450.0_21950.0","16.142136","1614.213562373095"
"38550.0_12950.0","41050.0_11150.0","32.4558448","3245.584412271571"
"14150.0_36150.0","23750.0_41650.0","119.9533207999999","11995.331880577403"
"9850.0_19950.0","11950.0_21250.0","26.3847768","2638.477631085024"
"55950.0_28350.0","56850.0_28050.0","10.2426408","1024.2640687119285"
"10350.0_56150.0","14550.0_54850.0","53.18376719999998","5318.376618407357"
"16250.0_10650.0","17350.0_11150.0","57.899495200000004","2189.9494936611663"
"50350.0_5450.0","51250.0_6350.0","12.7279224","1272.7922061357856"
"1550.0_13050.0","3850.0_19850.0","87.2253983999999","8722.53967444162"
"52850.0_14550.0","53550.0_13450.0","13.8994952","1389.9494936611666"
"58150.0_58950.0","58750.0_56650.0","26.3137088","2631.370849898476"
"27650.0_24350.0","29750.0_22750.0","27.6274176","2762.741699796952"
"49050.0_12750.0","51350.0_12550.0","23.8284272","2382.842712474619"
"51350.0_10550.0","55950.0_12750.0","80.04163119999997","8004.163056034262"
"5450.0_29450.0","8350.0_31950.0","39.355339999999984","3935.5339059327375"
"18350.0_21550.0","21150.0_22650.0","41.04163119999998","4104.163056034262"
"7950.0_1850.0","8950.0_950.0","16.6568544","1665.685424949238"
"47650.0_37550.0","51150.0_39050.0","41.213203999999976","4121.320343559642"
"16850.0_12050.0","18650.0_11550.0","20.071068","2007.1067811865476"
"3750.0_51050.0","4750.0_50350.0","12.8994952","1289.9494936611666"
"1550.0_30750.0","2150.0_30650.0","6.4142136","641.4213562373095"
"15850.0_6850.0","16950.0_7550.0","13.8994952","1389.9494936611666"
"2150.0_50350.0","4250.0_48850.0","27.213204","2721.3203435596424"
"8750.0_48650.0","9750.0_49450.0","13.3137088","1331.370849898476"
"26850.0_23750.0","28750.0_25550.0","32.213204000000005","3221.320343559643"
"11150.0_57750.0","12250.0_51050.0","74.87005839999995","7487.0057685088805"
"10550.0_34050.0","11650.0_36250.0","27.3847768","2738.477631085024"
"16050.0_6750.0","16950.0_7550.0","12.3137088","1231.370849898476"
"35550.0_10750.0","38150.0_9950.0","38.97056319999999","3897.056274847714"
"19150.0_17650.0","21250.0_22450.0","56.698485599999955","5669.8484809835"
"46050.0_19250.0","50350.0_19350.0","49.213203999999976","4921.320343559642"
"12350.0_15150.0","14950.0_11850.0","49.04163119999998","4904.163056034262"
"49050.0_3550.0","51350.0_5950.0","39.97056319999999","3997.056274847714"
"9950.0_59150.0","11050.0_58450.0","14.4852816","1448.528137423857"
"13550.0_51950.0","14550.0_54850.0","40.698485599999984","4069.8484809834995"
"11950.0_59250.0","12450.0_59950.0","13.071068","907.1067811865476"
"5450.0_29450.0","11450.0_36450.0","94.85281599999985","9485.281374238572"
"42950.0_47950.0","44750.0_48950.0","22.142136","2214.213562373095"
"18950.0_36650.0","21650.0_35050.0","65.87005839999995","6587.0057685088805"
"46950.0_29950.0","48650.0_31850.0","26.0416312","2604.1630560342614"
"42950.0_47950.0","44450.0_48850.0","18.7279224","1872.7922061357856"
"13550.0_43450.0","14050.0_42150.0","15.071068","1507.1067811865476"
"16050.0_5650.0","16550.0_5150.0","21.071068","824.2640687119285"
"6550.0_35850.0","6750.0_35350.0","13.8284272","582.842712474619"
"48950.0_51850.0","50450.0_50550.0","20.3847768","2038.4776310850236"
"8050.0_30250.0","10150.0_35050.0","57.526912799999934","5752.6911934581185"
"56050.0_45950.0","57350.0_47450.0","20.3847768","2038.4776310850236"
"12350.0_15150.0","14550.0_11850.0","49.04163119999998","4904.163056034262"
"56250.0_4550.0","57350.0_5550.0","15.142136","1514.213562373095"
"18950.0_36650.0","21350.0_34850.0","67.59798079999999","4662.741699796952"
"27050.0_15550.0","28350.0_13950.0","21.3847768","2138.477631085024"
"54050.0_12650.0","55950.0_9250.0","41.87005839999998","4187.0057685088805"
"35550.0_10750.0","40950.0_10850.0","58.556349599999976","5855.634918610404"
"3650.0_51050.0","4750.0_50350.0","13.8994952","1389.9494936611666"
"1150.0_49150.0","4250.0_48850.0","35.55634959999999","3555.634918610405"
"7450.0_32250.0","11650.0_36250.0","59.74011679999994","5974.011537017761"
"2250.0_22050.0","2750.0_21950.0","27.071068","541.4213562373095"
"14750.0_50450.0","16350.0_49950.0","18.071068","1807.1067811865476"
"28950.0_47750.0","29250.0_47050.0","8.2426408","824.2640687119285"
"22650.0_36450.0","24750.0_38250.0","43.7279224","4372.792206135786"
"52050.0_7050.0","53050.0_7850.0","13.3137088","1331.370849898476"
"10250.0_44450.0","10350.0_45150.0","37.071068","741.4213562373095"
"12350.0_15150.0","14250.0_14950.0","25.142136","2514.2135623730956"
"18950.0_36650.0","21750.0_40450.0","50.42640799999997","5042.640687119285"
"31150.0_10650.0","35650.0_9050.0","51.62741759999996","5162.741699796952"
"27850.0_12350.0","28350.0_13950.0","19.7279224","1972.7922061357856"
"1850.0_57850.0","4150.0_57450.0","24.6568544","2465.685424949238"
"42050.0_4550.0","42750.0_4450.0","7.4142136","741.4213562373095"
"30150.0_30550.0","34450.0_33650.0","62.28427199999996","6228.42712474619"
"40450.0_25750.0","40450.0_25950.0","2.0","200.0"
"14850.0_9150.0","16950.0_7550.0","28.7989904","2879.8989873223327"
"150.0_4550.0","1850.0_50.0","52.041631199999955","5204.163056034262"
"28950.0_47750.0","28950.0_48950.0","17.3137088","1731.370849898476"
"31850.0_29650.0","31950.0_29750.0","1.4142136","141.4213562373095"
"33650.0_10150.0","34250.0_7150.0","37.21320399999999","3721.320343559643"
"39550.0_17150.0","39750.0_17650.0","29.142136","582.842712474619"
"38250.0_48550.0","38450.0_47950.0","34.142136","682.842712474619"
"56650.0_28350.0","56850.0_28050.0","4.4142136","441.4213562373095"
"51250.0_6350.0","52050.0_2750.0","41.798990399999994","4179.898987322333"
"13750.0_36250.0","21750.0_40450.0","103.49747599999992","10349.747468305834"
"50350.0_19350.0","50750.0_18550.0","9.6568544","965.685424949238"
"15550.0_5150.0","15650.0_5050.0","6.0","200.0"
"15550.0_5150.0","15650.0_5250.0","6.0","200.0"
"18450.0_5950.0","18650.0_4850.0","11.8284272","1182.842712474619"
"5450.0_29450.0","8950.0_34950.0","69.4974759999999","6949.747468305833"
"11550.0_34650.0","11650.0_36250.0","20.3137088","2031.370849898476"
"11850.0_6450.0","11950.0_6450.0","5.0","100.0"
"7350.0_34650.0","10150.0_35050.0","29.6568544","2965.685424949238"
"41650.0_5050.0","42050.0_6050.0","11.6568544","1165.685424949238"
