"Coord1","Coord2","Cost","Length"
"8050.0_1850.0","9050.0_450.0","19.3137088","1931.370849898476"
"2150.0_50550.0","3850.0_53950.0","41.04163119999998","4104.163056034262"
"31250.0_26950.0","32650.0_26650.0","15.2426408","1524.2640687119285"
"22350.0_53150.0","22950.0_53750.0","8.4852816","848.5281374238571"
"15150.0_43850.0","15350.0_43650.0","2.8284272","282.842712474619"
"36950.0_44350.0","38050.0_46650.0","27.5563496","2755.634918610405"
"11550.0_36350.0","11750.0_36150.0","2.8284272","282.842712474619"
"55850.0_28250.0","56650.0_28350.0","8.4142136","841.4213562373095"
"44550.0_48150.0","45050.0_48650.0","7.071068","707.1067811865476"
"16150.0_3150.0","18450.0_5950.0","37.52691279999999","3752.6911934581185"
"2850.0_56150.0","4050.0_57050.0","15.7279224","1572.7922061357856"
"30850.0_9450.0","31050.0_7750.0","20.3137088","2031.370849898476"
"55850.0_28250.0","56250.0_26150.0","22.6568544","2265.685424949238"
"13050.0_15350.0","16250.0_14250.0","37.7279224","3772.792206135786"
"27450.0_50050.0","29250.0_47050.0","37.455844799999994","3745.584412271571"
"1550.0_47350.0","3050.0_44450.0","38.52691279999999","3852.6911934581185"
"4050.0_20450.0","4450.0_20750.0","5.8284272","582.842712474619"
"46750.0_19950.0","50350.0_19450.0","47.28427199999997","4728.427124746191"
"2050.0_56450.0","4050.0_57050.0","22.4852816","2248.528137423857"
"3050.0_44250.0","6050.0_42050.0","39.698485599999984","3969.8484809835"
"48550.0_34950.0","51450.0_38750.0","50.59798079999996","5059.797974644666"
"29550.0_4050.0","31050.0_5050.0","19.142136","1914.213562373095"
"17750.0_20750.0","19150.0_17650.0","36.798990399999994","3679.898987322333"
"48550.0_34950.0","51150.0_39050.0","51.76955359999995","5176.955262170048"
"20150.0_54150.0","22350.0_53150.0","26.142136","2614.2135623730956"
"2150.0_50350.0","3750.0_51050.0","18.8994952","1889.9494936611666"
"39850.0_24650.0","42650.0_24750.0","30.071068","3007.106781186548"
"3850.0_53950.0","4850.0_52050.0","23.142136","2314.213562373095"
"31850.0_29650.0","36950.0_32550.0","72.28427199999994","7228.42712474619"
"13050.0_15350.0","15850.0_15450.0","37.0416312","3704.163056034262"
"46050.0_19250.0","50850.0_17750.0","54.213203999999976","5421.320343559642"
"51150.0_8550.0","53050.0_7950.0","21.4852816","2148.528137423857"
"28750.0_25550.0","29950.0_21250.0","47.97056319999997","4797.056274847715"
"26250.0_13750.0","26750.0_15450.0","26.4852816","2648.528137423857"
"10750.0_8650.0","11150.0_6650.0","21.6568544","2165.685424949238"
"28150.0_46950.0","29350.0_48750.0","27.6568544","2765.685424949238"
"1550.0_28050.0","4850.0_27150.0","36.7279224","3672.792206135786"
"250.0_27250.0","550.0_23850.0","35.24264079999999","3524.2640687119283"
"10650.0_13450.0","14550.0_11850.0","62.556349599999976","6255.634918610404"
"10750.0_8650.0","16450.0_8950.0","59.07106799999998","5907.106781186548"
"1550.0_28050.0","4750.0_28550.0","34.071068","3407.106781186548"
"34550.0_6650.0","34950.0_10150.0","36.656854399999986","3665.685424949238"
"28750.0_25550.0","30250.0_21950.0","42.213203999999976","4221.320343559642"
"18750.0_17950.0","19150.0_17650.0","5.2426408","524.2640687119285"
"18650.0_11550.0","19950.0_12950.0","22.8994952","2289.9494936611663"
"5450.0_29450.0","11750.0_36150.0","93.09545679999987","9309.545442950499"
"1150.0_49150.0","3750.0_51050.0","33.870058400000005","3387.0057685088805"
"46950.0_29950.0","47350.0_32050.0","22.6568544","2265.685424949238"
"31350.0_10050.0","34950.0_10150.0","38.89949519999999","3889.9494936611663"
"10750.0_8650.0","14450.0_9350.0","41.89949519999999","4189.949493661166"
"29050.0_10350.0","31050.0_7750.0","34.284272","3428.42712474619"
"23750.0_53750.0","27050.0_53350.0","35.48528159999999","3548.5281374238575"
"49650.0_33350.0","49750.0_33350.0","1.0","100.0"
"39750.0_19350.0","39850.0_19450.0","1.4142136","141.4213562373095"
"53550.0_30850.0","53650.0_29750.0","11.4142136","1141.4213562373095"
"50050.0_10350.0","50350.0_9050.0","14.2426408","1424.2640687119285"
"50050.0_10450.0","50350.0_9050.0","15.2426408","1524.2640687119285"
"48550.0_30350.0","48650.0_31850.0","15.4142136","1541.4213562373095"
"7350.0_26050.0","8350.0_26850.0","15.071068","1507.1067811865476"
"53550.0_13450.0","53650.0_15450.0","26.213204","2621.3203435596424"
"26750.0_22150.0","30250.0_21950.0","35.82842719999999","3582.842712474619"
"34950.0_10150.0","35050.0_10050.0","1.4142136","141.4213562373095"
"17750.0_20750.0","21150.0_22650.0","45.3847768","4538.477631085024"
"49650.0_33350.0","50050.0_35050.0","18.6568544","1865.685424949238"
"50350.0_19450.0","50850.0_17750.0","19.071068","1907.1067811865476"
"10650.0_13450.0","15850.0_15450.0","60.284271999999945","6028.42712474619"
"32850.0_12450.0","39850.0_8850.0","86.66904879999991","8666.904755831214"
"13350.0_59950.0","17750.0_58150.0","54.38477679999997","5438.477631085024"
"27950.0_7650.0","31050.0_7750.0","33.899495200000004","3389.9494936611663"
"38050.0_43650.0","38850.0_45950.0","27.142136","2714.2135623730956"
"32850.0_12450.0","41050.0_11150.0","87.97056319999996","8797.056274847715"
"46050.0_19250.0","46750.0_19950.0","9.8994952","989.9494936611666"
"26750.0_22150.0","29950.0_21250.0","35.7279224","3572.792206135786"
"30150.0_30550.0","36950.0_32250.0","75.87005839999995","7587.005768508881"
"17750.0_20750.0","20750.0_19250.0","36.21320399999999","3621.3203435596424"
"50450.0_10350.0","51150.0_10750.0","8.6568544","865.685424949238"
"49050.0_34450.0","49650.0_33350.0","13.4852816","1348.528137423857"
"6350.0_16350.0","7350.0_13650.0","31.142136","3114.213562373095"
"5450.0_29450.0","8050.0_30250.0","30.142136","3014.2135623730956"
"57850.0_39750.0","58650.0_38250.0","18.3137088","1831.370849898476"
"38950.0_12850.0","41050.0_11150.0","28.0416312","2804.163056034262"
"51850.0_30050.0","53550.0_30850.0","20.3137088","2031.370849898476"
"36950.0_44350.0","38850.0_45950.0","25.6274176","2562.741699796952"
"18750.0_17950.0","21150.0_22650.0","56.941126399999945","5694.112549695428"
"7250.0_22950.0","8450.0_21950.0","16.142136","1614.213562373095"
"38350.0_21050.0","39850.0_19450.0","22.7989904","2279.898987322333"
"14150.0_36150.0","23750.0_41650.0","119.9533207999999","11995.331880577403"
"27450.0_21050.0","30250.0_21950.0","31.7279224","3172.792206135786"
"5550.0_1150.0","9050.0_450.0","37.89949519999999","3789.9494936611663"
"6350.0_16350.0","7550.0_15950.0","13.6568544","1365.685424949238"
"26250.0_13750.0","28350.0_13850.0","21.4142136","2141.4213562373097"
"50350.0_5450.0","51250.0_6350.0","12.7279224","1272.7922061357856"
"1550.0_13050.0","3850.0_19850.0","87.2253983999999","8722.53967444162"
"18750.0_17950.0","20750.0_19250.0","25.3847768","2538.477631085024"
"2650.0_21650.0","3950.0_21950.0","14.2426408","1424.2640687119285"
"38950.0_12850.0","39850.0_8850.0","43.72792239999998","4372.792206135786"
"27450.0_21050.0","29950.0_21250.0","26.6568544","2665.685424949238"
"37750.0_20550.0","39850.0_19450.0","25.5563496","2555.6349186104044"
"58250.0_50650.0","59450.0_49750.0","16.8994952","1689.9494936611666"
"13050.0_15350.0","14550.0_11850.0","43.455844799999994","4345.584412271571"
"47650.0_37550.0","51150.0_39050.0","41.21320399999999","4121.320343559643"
"16850.0_12050.0","18650.0_11550.0","20.071068","2007.1067811865476"
"30150.0_30550.0","31850.0_29650.0","20.7279224","2072.792206135786"
"27450.0_50050.0","29350.0_48750.0","24.3847768","2438.477631085024"
"23050.0_14050.0","24650.0_14150.0","16.4142136","1641.4213562373095"
"35550.0_10750.0","38950.0_12850.0","42.698485599999984","4269.8484809835"
"1550.0_47350.0","4750.0_46250.0","36.55634959999999","3655.6349186104044"
"19150.0_17650.0","21250.0_22450.0","56.698485599999955","5669.8484809835"
"2650.0_21650.0","4450.0_20750.0","21.7279224","2172.792206135786"
"44550.0_48150.0","47150.0_48250.0","26.4142136","2641.4213562373097"
"13550.0_51950.0","14550.0_54850.0","40.698485599999984","4069.8484809834995"
"23450.0_14950.0","24650.0_14150.0","15.3137088","1531.370849898476"
"47650.0_37550.0","51450.0_38750.0","42.97056319999997","4297.056274847714"
"8050.0_30250.0","11550.0_36350.0","76.32590319999991","7632.590180780452"
"26450.0_9150.0","31050.0_7750.0","51.79899039999995","5179.898987322333"
"11150.0_6650.0","16050.0_6750.0","53.556349599999976","5355.634918610405"
"8950.0_5650.0","11150.0_6450.0","25.3137088","2531.370849898476"
"13750.0_36250.0","14150.0_36150.0","4.4142136","441.4213562373095"
"46950.0_29950.0","48650.0_31850.0","26.0416312","2604.1630560342614"
"14150.0_36150.0","21750.0_40450.0","100.49747599999992","10049.747468305834"
"16050.0_6750.0","16450.0_8950.0","23.6568544","2365.685424949238"
"10750.0_57250.0","11150.0_57850.0","7.6568544","765.685424949238"
"28150.0_46950.0","29250.0_47050.0","11.4142136","1141.4213562373095"
"12150.0_51150.0","13550.0_51950.0","17.3137088","1731.370849898476"
"51250.0_6350.0","53850.0_3950.0","47.21320399999999","4721.320343559642"
"10650.0_13450.0","16250.0_14250.0","59.313708799999986","5931.370849898476"
"13950.0_42250.0","15350.0_43650.0","20.3847768","2038.4776310850236"
"14450.0_9350.0","16050.0_6750.0","32.6274176","3262.741699796952"
"19950.0_9050.0","22350.0_7950.0","28.5563496","2855.6349186104044"
"52050.0_7050.0","53050.0_7950.0","13.7279224","1372.7922061357856"
"27050.0_53350.0","27250.0_53550.0","2.8284272","282.842712474619"
"31150.0_26050.0","31250.0_26950.0","9.4142136","941.4213562373095"
"27850.0_12350.0","28350.0_13850.0","19.3137088","1931.370849898476"
"32850.0_12450.0","35550.0_10750.0","37.21320399999999","3721.320343559643"
"14150.0_36150.0","21650.0_35050.0","116.52691279999993","11652.69119345812"
