../data//CDPOP_param_22_01_19_251548181548/batchrun0mcrun0/grid51.csv
LOCUS-1
LOCUS-2
LOCUS-3
LOCUS-4
LOCUS-5
LOCUS-6
LOCUS-7
LOCUS-8
LOCUS-9
LOCUS-10
LOCUS-11
LOCUS-12
LOCUS-13
LOCUS-14
LOCUS-15
LOCUS-16
LOCUS-17
LOCUS-18
LOCUS-19
LOCUS-20
POP
T50M17F29Pop1, 109129 108109 104115 104105 123123 124124 113116 102126 103117 101103 102127 127127 125127 115128 110125 102125 101111 101103 102126 109124
T50M20F26Pop1, 111130 108122 104130 104126 111123 101124 122126 109129 119121 116117 127127 119127 117121 110123 107114 102125 105130 103103 130130 107118
T50M17F29Pop1, 129130 109114 113115 105126 123128 102103 113116 102116 103129 101118 102124 111127 111127 121128 114125 108125 101130 103130 102126 109124
T50M27F13Pop1, 103128 114122 104110 104109 108108 124124 126126 101104 103119 117117 123124 103119 126126 115123 121122 125130 105112 109127 119126 106127
T50M4F10Pop1, 103130 114116 104110 104120 108108 115124 115126 104129 103103 111112 124127 103113 111126 106115 103122 102130 105110 122127 126126 124127
T50M23F8Pop1, 109109 108109 110113 104105 110123 103103 116122 102104 121121 116118 102119 103127 116116 115128 114114 125125 101112 101101 102126 109109
T50M20F26Pop1, 119130 108122 104130 120126 111123 110124 116122 101129 121123 103117 127127 103127 116121 110115 107114 102125 105130 103127 122130 101118
T50M19F11Pop1, 110128 108108 110113 104113 108123 110115 109126 104115 111119 103122 124127 103115 117125 115128 103121 106125 105120 117119 126126 107113
T50M27F13Pop1, 103128 116122 104110 104109 108111 124124 123126 101104 103103 125125 124124 103103 117117 106106 121122 121130 105105 109127 119126 106127
T50M17F29Pop1, 109129 109109 104110 126127 123123 102124 113116 101116 103129 118125 102127 127127 125127 121128 114125 102125 112130 101103 102126 109124
T50M19F11Pop1, 110130 108115 104113 104113 108108 110115 109126 101115 103119 117122 124127 103115 117117 115128 114121 108125 105112 117127 126126 113124
T50M4F10Pop1, 103130 108116 104110 104115 115123 108124 126126 104129 103111 122122 127127 119127 117126 106115 121122 102125 105120 123127 123126 124127
