"ID1","ID2","Dist","DistM"
"21","2","6727.859705200008","40291.883092036776"
"22","2","5009.3763240000035","26045.07934888323"
"23","2","4563.453489200005","34809.04037956215"
"24","2","7390.609066800006","41096.046148071044"
"25","2","5960.86265480001","39157.568516986015"
"26","2","5903.517806800002","38554.62479183373"
"27","2","4626.181411600005","38584.776310850226"
"28","2","5998.214194000001","37574.72580451139"
"29","2","7846.113689200009","48028.6363288515"
"30","2","6366.1961003999995","37437.46750430835"
"31","2","7454.719667600009","46810.259710444145"
"32","2","7662.112184799995","41973.00141024108"
"33","2","5345.443393200007","46841.630560342615"
"34","2","6543.820172400005","40640.41122946064"
"35","2","8347.516757600008","52180.108191427644"
"36","2","7529.785034400001","51560.00717874997"
"37","2","9338.631555199998","58581.32752230961"
"38","2","10230.051014799932","115447.22215136416"
"39","2","9286.809225199979","101796.25535217636"
"40","2","6976.9572604000105","70048.23227814083"
"41","2","10007.056062799978","104510.46891454945"
"42","2","7444.004988800011","69048.23227814083"
"43","2","10095.48247079996","110221.73875177027"
"44","2","8569.29955480001","85522.24381515858"
"45","2","8603.270118","88919.3000900063"
"46","2","10129.754548399966","111731.78925810911"
"47","2","10184.595169999953","114553.10960166874"
"48","2","7435.82122160001","69141.12549695428"
"49","2","9073.816371599969","98834.73298326138"
"50","2","7447.8456104000115","74321.02448427663"
"3","2","2115.496822800001","21820.8152801713"
"4","2","1919.2682768","11625.483399593904"
"5","2","1562.0843115999999","8945.584412271572"
"6","2","1762.0582203999995","9708.326112068524"
"7","2","1697.1393844000008","18123.759005323594"
"8","2","4664.827972000003","23358.073580374356"
"9","2","2248.932079600001","14939.696961967002"
"10","2","4932.497020800004","33162.236636408605"
"11","2","3820.3862220000055","22465.180361560902"
"12","2","4875.526457600004","28696.551211459377"
"13","2","3443.887894800001","12271.067811865476"
"14","2","4077.8727508000024","16816.652224137048"
"15","2","4120.085954800003","20155.129855222072"
"16","2","3859.4062160000017","20505.382386916233"
"17","2","4165.713372400003","24717.871555019017"
"18","2","4856.423003200008","31204.877323527897"
"19","2","4738.039473600004","35813.20343559642"
"20","2","5067.176363600007","32011.98410471444"
"2","1","345.11879639999995","3389.9494936611663"
"3","1","2459.787192000003","25127.922061357844"
"4","1","1576.634762","8484.062043356595"
"5","1","1219.4507967999998","5804.163056034262"
"6","1","2106.3485896","13015.432893255074"
"7","1","2041.4297536000013","21430.86578651014"
"8","1","4322.194457200002","20216.652224137048"
"9","1","1906.2985648000003","11798.275605729692"
"10","1","4589.863506000003","30020.8152801713"
"11","1","3477.7527072000044","19323.759005323594"
"12","1","4532.892942800003","25555.12985522207"
"13","1","3785.7499556000025","14699.494936611667"
"14","1","3967.8248244000038","20640.916292848975"
"15","1","3941.611620400003","18902.43866176395"
"16","1","3516.7727012000014","17363.961030678925"
"17","1","4005.7659508000047","25317.871555019017"
"18","1","4513.789488400007","28063.45596729059"
"19","1","5082.329842800002","39120.31021678297"
"20","1","4724.542848800006","28870.562748477132"
"21","1","6385.226190400007","37150.461735799465"
"22","1","4787.8937940000005","22923.75900532359"
"23","1","4403.506067600006","35409.04037956216"
"24","1","7047.975552000005","37954.62479183373"
"25","1","5618.2291400000095","36016.147160748704"
"26","1","5743.570385200004","39154.62479183374"
"27","1","4466.233990000006","39184.77631085024"
"28","1","5838.266772400003","38174.72580451141"
"29","1","7503.480174400008","44887.21497261419"
"30","1","6206.2486788000015","38037.467504308355"
"31","1","7112.086152800009","43668.83835420683"
"32","1","7502.164763199997","42573.00141024109"
"33","1","5185.4959716000085","47441.63056034263"
"34","1","6383.8727508000065","41240.411229460646"
"35","1","8004.88324280001","49038.68683519033"
"36","1","7369.837612800002","52160.007178749984"
"37","1","8995.998040399998","55439.9061660723"
"38","1","10070.103593199936","116047.22215136413"
"39","1","9126.861803599983","102396.25535217633"
"40","1","6817.0098388000115","70648.23227814081"
"41","1","9847.108641199982","105110.46891454942"
"42","1","7284.057567200012","69648.23227814083"
"43","1","9935.535049199963","110821.73875177024"
"44","1","8409.352133200015","86122.24381515854"
"45","1","8443.322696400004","89519.30009000628"
"46","1","9969.80712679997","112331.78925810909"
"47","1","10024.647748399957","115153.10960166871"
"48","1","7275.873800000011","69741.1254969543"
"49","1","8913.868949999973","99434.73298326135"
"50","1","7287.898188800013","74921.02448427661"
"21","3","8740.08379719999","81206.30585851516"
"22","3","4431.013837600008","43665.894629054535"
"23","3","3245.2676236000057","32544.5742854949"
"24","3","7620.371870000005","70866.60889654818"
"25","3","5884.685380800007","62796.760415564684"
"26","3","5325.155320400007","56175.440072005054"
"27","3","3308.581332400006","36378.888860545674"
"28","3","5259.182658800005","39265.89462905455"
"29","3","8704.885737199991","80330.56992722709"
"30","3","5787.833614000005","55058.28278447966"
"31","3","7375.613461600006","70156.55839020933"
"32","3","7083.7496984","59593.8166904124"
"33","3","4027.8433140000084","44635.74311003804"
"34","3","5965.45768600001","58261.22650963195"
"35","3","8268.410551600004","75526.40687119284"
"36","3","6212.184955200004","49354.11972844541"
"37","3","9262.454281199995","82220.51942088825"
"38","3","8912.450935599963","113241.33470105953"
"39","3","7969.209146000016","99590.36790187174"
"40","3","5659.357181200011","67842.34482783625"
"41","3","8689.45598360001","102304.58146424482"
"42","3","6126.404909600012","66842.34482783625"
"43","3","8777.882391599991","108015.85130146565"
"44","3","7251.699475600013","83316.35636485397"
"45","3","7285.670038800014","86713.41263970168"
"46","3","8812.154469199997","109525.90180780449"
"47","3","8866.995090799985","112347.22215136411"
"48","3","6118.221142400011","66935.2380466497"
"49","3","7756.216292400016","96628.84553295675"
"50","3","6130.245531200012","72115.13703397203"
"4","3","4033.9366724000038","33363.45596729059"
"5","3","3676.752707200002","30683.556979968256"
"6","3","1199.9423736000003","12961.017305526644"
"7","3","423.67114719999995","4228.42712474619"
"8","3","6779.4963676000025","45096.04614807105"
"9","3","4363.600475200003","36677.66952966369"
"10","3","7047.165416400004","54900.20920410531"
"11","3","5935.054617600001","44203.152929257594"
"12","3","6990.194853200003","50434.52377915608"
"13","3","3157.0878552000036","19655.129855222065"
"14","3","3583.108245200007","41031.58005400379"
"15","3","3568.2087500000066","40424.47327281724"
"16","3","5076.391666000005","46597.26547895301"
"17","3","3497.995546000006","33403.15292925759"
"18","3","6773.158468000009","67642.34482783623"
"19","3","2686.790339600004","22507.821048680184"
"20","3","7181.844759200001","53749.956672411136"
"21","4","4885.064713600003","29442.135623730937"
"22","4","4631.756904000003","21199.49493661166"
"23","4","4247.369177600006","33684.776310850226"
"24","4","5547.8140752000045","30246.298679765197"
"25","4","4118.067663200006","28307.821048680176"
"26","4","4470.359081600005","32694.826817189052"
"27","4","4310.097100000006","37460.51224213831"
"28","4","5682.129882400003","36450.46173579948"
"29","4","6003.318697600007","37178.88886054565"
"30","4","5055.907433600004","38498.98987322332"
"31","4","5611.924676000005","35960.5122421383"
"32","4","6337.095595599999","41561.731573020275"
"33","4","5029.359081600009","45717.3664916307"
"34","4","5856.813224000002","43534.523779156065"
"35","4","6504.721766000006","41330.3607231218"
"36","4","7213.700722800002","50435.743110038056"
"37","4","7495.836563600006","47731.58005400378"
"38","4","8806.102742000005","54760.007178749984"
"39","4","8246.995090799997","51628.636328851506"
"40","4","6660.872948800012","68923.96820942889"
"41","4","9026.754548399955","65462.44584051395"
"42","4","7127.9206772000125","67923.9682094289"
"43","4","8944.671285999977","60385.490578343895"
"44","4","8253.215243200015","84397.97974644662"
"45","4","8287.185806400004","87795.03602129436"
"46","4","9031.955557999965","65265.38956566624"
"47","4","9027.582975599975","63351.17600329314"
"48","4","7119.736910000011","68016.86142824235"
"49","4","8757.732059999973","97710.46891454943"
"50","4","7131.761298800013","73196.76041556468"
"5","4","1089.6986836","6718.3766184073575"
"6","4","3680.498070000004","21250.966799187812"
"7","4","3615.5792340000035","29666.399692442876"
"8","4","2749.8023360000007","12156.854249492382"
"9","4","1099.5920816","3845.5844122715716"
"10","4","3017.471384800002","21961.01730552664"
"11","4","1985.8338712000004","12371.067811865476"
"12","4","2960.5008216000015","17495.331880577407"
"13","4","4448.400712800005","23735.028842544398"
"14","4","3811.6879344000035","18916.652224137044"
"15","4","3785.474730400003","17178.174593052026"
"16","4","3360.6358112000016","15639.696961967"
