../data/simul_test1586617485/batchrun0mcrun0\grid101.csv
LOCUS-1
LOCUS-2
LOCUS-3
LOCUS-4
LOCUS-5
LOCUS-6
LOCUS-7
LOCUS-8
LOCUS-9
LOCUS-10
LOCUS-11
LOCUS-12
LOCUS-13
LOCUS-14
LOCUS-15
LOCUS-16
LOCUS-17
LOCUS-18
LOCUS-19
LOCUS-20
POP
T100M13F2Pop1, 116130 104104 123123 103103 124124 106113 113117 101101 102126 114114 123123 104120 105105 103122 106129 115115 103103 122122 129129 109130
T100M3F10Pop1, 116116 104104 123123 103129 124124 106113 113113 101101 126126 114118 123123 120120 104105 103103 116116 102115 103103 122122 109129 109130
T100M14F10Pop1, 130130 104104 123123 103103 124124 106113 113113 101101 102126 118118 109123 120120 104104 103103 116129 102102 103103 122122 109122 109109
T100M9F12Pop1, 116116 104107 123123 103103 124124 106106 117117 101114 102126 118118 123123 104120 105105 103103 116129 115115 103103 122122 122129 109130
T100M9F12Pop1, 116130 104107 123123 103103 124124 106106 113117 101114 102106 114114 123123 104120 105105 103122 116129 102115 103103 122122 129129 109130
T100M16F2Pop1, 116116 104104 123123 103103 124124 113113 109113 101114 124126 114114 123123 104104 105105 103122 106106 102102 103103 122122 122129 117120
T100M3F10Pop1, 116130 104104 123123 103129 124124 106113 109113 101114 126126 114118 109123 104120 104105 103122 116129 102102 103103 122122 109129 130130
T100M14F10Pop1, 116130 104104 123123 103129 124124 106113 113113 101101 126126 118118 109123 120120 104105 103103 116129 102130 103103 122122 109129 109109
T100M0F5Pop1, 116130 104104 123123 103129 124124 113113 113117 101101 102126 114118 123123 104120 105105 103122 116129 102115 103103 122122 109122 112130
T100M14F10Pop1, 116116 104104 123123 103103 124124 106113 113113 101101 126126 118118 109123 104120 104105 103103 106116 102102 103103 122122 109129 109130
T100M1F11Pop1, 116116 104104 123123 103103 124124 106106 113117 114114 102126 118118 123123 120120 105105 122122 106116 102102 103103 122122 129129 112120
T100M15F12Pop1, 116116 104104 123123 103103 124124 106113 113113 101114 102126 114118 109123 104120 104105 103103 106111 102115 103103 122122 129129 112112
T100M19F5Pop1, 116130 104107 123123 103116 124124 106113 113113 101114 102126 114118 123123 104104 104105 103122 116116 102102 103103 122122 129129 112130
T100M3F10Pop1, 116116 104104 123123 103129 124124 106113 109113 101101 126126 118118 123123 120120 104105 103122 116116 102115 103103 122122 109129 130130
T100M18F4Pop1, 116130 104107 123123 103103 124124 106113 113117 101114 126126 114114 109109 104104 105105 103122 116129 102115 103103 122122 129129 109109
T100M9F12Pop1, 116116 104107 123123 103103 124124 106106 117117 114114 102102 114118 109123 104120 105105 103103 106106 115115 103103 122122 122129 112130
T100M0F5Pop1, 105130 104104 123123 103116 124124 113113 113113 101101 102102 114118 123123 104120 104105 103122 106116 115115 103103 122122 109129 112130
T100M0F5Pop1, 105130 104104 123123 103116 124124 113113 113117 101101 102126 114118 123123 120120 105105 103122 116129 102115 103103 122122 109122 130130
T100M9F12Pop1, 116130 104107 123123 103103 124124 106106 113117 114114 102126 114118 109123 104120 105105 103122 106129 102115 103103 122122 129129 109130
T100M7F5Pop1, 116130 104104 123123 103129 124124 106113 113113 101101 102126 114114 123123 120120 104104 103103 116116 102102 103103 122122 109129 109130
POP
T100M30F27Pop2, 128128 107111 110122 116117 117127 108108 121121 119122 104113 113122 111111 120122 119119 109109 115115 129129 113113 114114 107107 118119
T100M33F24Pop2, 109109 107111 110115 116116 117117 108124 121121 119123 104129 112113 111124 118122 119120 109109 113114 118129 109113 114114 107117 112119
T100M22F23Pop2, 128128 107107 110115 116117 117125 108108 111121 119122 129129 113113 111118 118122 119119 118118 114115 103129 101113 114114 107107 117119
T100M35F24Pop2, 109109 107107 110110 116116 117117 108124 121121 119122 113129 112126 111124 118120 119120 109109 114115 118129 113113 104114 107107 112119
T100M36F23Pop2, 109128 107107 110110 116116 125127 108108 121121 119122 104113 113113 111111 118120 119119 118118 113114 103129 101113 114114 107107 117119
T100M22F23Pop2, 128128 107107 110110 116116 125127 108124 121121 122122 113129 113113 111111 118122 119119 109118 114115 118129 101113 104114 107107 112119
T100M30F27Pop2, 109109 107107 115122 116117 117127 108108 121121 122122 104129 113113 111111 120120 119119 109118 115115 129129 113113 114114 107107 118119
T100M20F31Pop2, 109128 107107 110110 116117 117125 108108 121121 122122 104129 113113 111111 120122 119119 118118 115115 129129 113113 114114 107107 119119
T100M32F39Pop2, 109109 107111 110110 116117 117125 108108 121121 119119 104104 113122 111111 120122 119119 118118 113113 129129 113113 104114 107107 119119
T100M22F23Pop2, 109128 107107 110110 116117 117125 108124 111121 119122 113129 113113 111118 118122 119119 109118 114115 103129 101113 104114 107107 112119
